FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2023-09-13,3035.0,9.0,14.0,11566.0,72.0,50.0,4.0,0.0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
2023-09-13,3008.0,15.0,4.0,19081.0,89.0,55.0,8.0,0.0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
2023-09-13,3065.0,18.0,5.0,22816.0,162.0,98.0,9.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-13,3085.0,5.0,9.0,8217.0,225.0,189.0,8.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3068.0,18.0,5.0,22865.0,14.0,11.0,1.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3016.0,21.0,7.0,24703.0,164.0,129.0,1.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3131.0,4.0,3.0,6604.0,30.0,17.0,5.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-13,3033.0,13.0,26.0,17131.0,2.0,2.0,1.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-13,3063.0,17.0,8.0,21670.0,69.0,35.0,5.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3056.0,1.0,5.0,271.0,33.0,23.0,2.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3121.0,5.0,9.0,8217.0,249.0,207.0,9.0,0.0,1,D,22,"Si la respuesta esta un rango de (3:7,98) la siguiente pregunta no es vacia",01D02201,
2023-09-13,3150.0,21.0,4.0,24614.0,28.0,21.0,5.0,0.0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
2023-09-13,3150.0,21.0,4.0,24614.0,28.0,21.0,5.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
2023-09-13,3150.0,21.0,4.0,24614.0,28.0,21.0,5.0,0.0,1,D,32,"Si la leña está a una distancia cero, no necesita un medio para transportarla",01D03202,
