ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
3045.0,1.0,38.0,5368.0,73.0,120.0,7.0,0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
3114.0,6.0,9.0,9071.0,141.0,106.0,5.0,0,1,A,1,"El tipo de vivienda es Rancho con paredes de Ladrillo, Block o Concreto",01A00108,
3089.0,9.0,9.0,11395.0,116.0,47.0,1.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3126.0,5.0,13.0,8461.0,112.0,61.0,4.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3023.0,4.0,6.0,6809.0,359.0,224.0,8.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3012.0,1.0,38.0,5233.0,2.0,2.0,1.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3050.0,3.0,12.0,6241.0,75.0,64.0,5.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3015.0,14.0,1.0,17301.0,154.0,116.0,10.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3000.0,12.0,2.0,13783.0,132.0,67.0,4.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3126.0,5.0,13.0,8461.0,222.0,145.0,9.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3024.0,2.0,1.0,5485.0,80.0,66.0,4.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3108.0,18.0,3.0,22567.0,44.0,31.0,4.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3067.0,18.0,3.0,22567.0,97.0,64.0,8.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3082.0,15.0,2.0,18927.0,74.0,49.0,3.0,0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
3089.0,9.0,9.0,11395.0,59.0,24.0,4.0,0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
3090.0,19.0,4.0,23210.0,7.0,1.0,1.0,0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
3003.0,5.0,5.0,7860.0,158.0,106.0,9.0,0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
3135.0,3.0,6.0,6086.0,36.0,20.0,3.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3090.0,19.0,4.0,23210.0,7.0,1.0,1.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3051.0,20.0,5.0,23845.0,6.0,4.0,1.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3121.0,5.0,5.0,7860.0,139.0,93.0,8.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3003.0,5.0,5.0,7860.0,158.0,106.0,9.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3082.0,15.0,2.0,18927.0,74.0,49.0,3.0,0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
3151.0,22.0,12.0,25524.0,101.0,82.0,1.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3151.0,22.0,12.0,25524.0,51.0,45.0,1.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3115.0,11.0,7.0,13425.0,155.0,132.0,9.0,0,1,D,20,Indico que el hogar si tiene plan residencial y no reporta cuanto pago,01D02001,
3085.0,4.0,1.0,6378.0,90.0,51.0,9.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3012.0,1.0,38.0,5233.0,2.0,2.0,1.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3045.0,1.0,38.0,5368.0,105.0,158.0,9.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3049.0,15.0,2.0,18927.0,119.0,84.0,5.0,0,1,D,22,"Si la respuesta esta un rango de (3:7,98) la siguiente pregunta no es vacia",01D02201,
3148.0,22.0,12.0,25524.0,81.0,69.0,69.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
3019.0,11.0,7.0,13384.0,107.0,80.0,5.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3148.0,22.0,12.0,25524.0,81.0,69.0,69.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3021.0,4.0,6.0,6876.0,5.0,5.0,6.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31C no es vacia",01D03104,
3019.0,11.0,7.0,13384.0,107.0,80.0,5.0,0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
