FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2023-09-18,3044.0,1.0,37.0,5025.0,127.0,137.0,7.0,0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
2023-09-20,3047.0,2.0,3.0,5603.0,53.0,38.0,4.0,0,1,A,1,"El tipo de vivienda es Rancho con paredes de Ladrillo, Block o Concreto",01A00108,
2023-09-19,3028.0,2.0,3.0,5603.0,83.0,61.0,6.0,0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
2023-09-18,3089.0,11.0,1.0,13038.0,94.0,92.0,1.0,0,1,A,1,Casa Improvisada y Es Pagada a Plazos o Alquilada,01A00112,
2023-09-19,3123.0,5.0,2.0,7633.0,76.0,73.0,6.0,0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
2023-09-18,3067.0,17.0,5.0,21553.0,111.0,77.0,6.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-18,3097.0,3.0,6.0,6100.0,157.0,106.0,7.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-19,3025.0,20.0,3.0,23674.0,122.0,73.0,6.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-19,3016.0,6.0,4.0,8811.0,71.0,50.0,1.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-18,3119.0,1.0,18.0,1206.0,53.0,37.0,5.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-19,3099.0,16.0,17.0,20793.0,78.0,48.0,5.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-18,3140.0,17.0,8.0,21700.0,102.0,75.0,8.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-20,3020.0,2.0,8.0,5821.0,46.0,40.0,4.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-18,3019.0,10.0,2.0,12279.0,4.0,5.0,1.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
