ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
3093.0,5.0,2.0,7559.0,39.0,24.0,6.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
3127.0,4.0,1.0,6433.0,16.0,14.0,1.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
3126.0,5.0,13.0,8461.0,202.0,128.0,8.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
3006.0,1.0,22.0,1733.0,77.0,55.0,5.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
3064.0,15.0,1.0,18892.0,32.0,22.0,1.0,0.0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
3114.0,6.0,9.0,9071.0,141.0,106.0,5.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3036.0,20.0,5.0,23845.0,137.0,95.0,2.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3108.0,18.0,3.0,22567.0,44.0,31.0,4.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3108.0,18.0,3.0,22567.0,14.0,5.0,1.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3064.0,15.0,1.0,18892.0,17.0,9.0,1.0,0.0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
3089.0,9.0,9.0,11395.0,116.0,47.0,1.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3126.0,5.0,13.0,8461.0,222.0,145.0,9.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3042.0,20.0,1.0,23523.0,90.0,74.0,5.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3113.0,8.0,2.0,10233.0,18.0,13.0,1.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3016.0,6.0,5.0,8859.0,13.0,5.0,1.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3023.0,4.0,6.0,6809.0,285.0,179.0,9.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3055.0,10.0,13.0,12771.0,242.0,188.0,7.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3060.0,12.0,2.0,13783.0,3.0,3.0,1.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3049.0,15.0,2.0,18927.0,46.0,31.0,2.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3028.0,14.0,4.0,17550.0,134.0,83.0,9.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3003.0,5.0,5.0,7860.0,118.0,80.0,7.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3000.0,12.0,2.0,13783.0,132.0,67.0,4.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3126.0,5.0,13.0,8461.0,222.0,145.0,9.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3024.0,2.0,1.0,5485.0,80.0,66.0,4.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3050.0,3.0,12.0,6241.0,75.0,64.0,5.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3108.0,18.0,3.0,22567.0,44.0,31.0,4.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3067.0,18.0,3.0,22567.0,97.0,64.0,8.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3000.0,12.0,2.0,13783.0,132.0,67.0,4.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
3089.0,9.0,9.0,11395.0,59.0,24.0,4.0,0.0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
3082.0,15.0,2.0,18927.0,74.0,49.0,3.0,0.0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
3052.0,13.0,29.0,17243.0,147.0,81.0,6.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3121.0,5.0,5.0,7860.0,139.0,93.0,8.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3051.0,20.0,5.0,23845.0,6.0,4.0,1.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3135.0,3.0,6.0,6086.0,36.0,20.0,3.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3003.0,5.0,5.0,7860.0,158.0,106.0,9.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
3151.0,22.0,12.0,25524.0,101.0,82.0,1.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3105.0,9.0,9.0,11337.0,34.0,24.0,1.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3078.0,10.0,3.0,12372.0,50.0,46.0,2.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3107.0,19.0,5.0,23288.0,151.0,113.0,6.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3072.0,7.0,8.0,9713.0,21.0,10.0,10.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3044.0,1.0,31.0,3686.0,278.0,188.0,10.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3125.0,3.0,12.0,6263.0,114.0,108.0,9.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
3124.0,2.0,1.0,5508.0,67.0,34.0,3.0,0.0,1,D,20,Indico que el hogar si tiene plan residencial y no reporta cuanto pago,01D02001,
3085.0,4.0,1.0,6378.0,90.0,51.0,9.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
3135.0,3.0,6.0,6086.0,68.0,38.0,5.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
