FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2023-09-13,3133.0,9.0,11.0,11414.0,105.0,70.0,8.0,1.0,6,B,2,Verifique sección B pregunta 2. No sabe leer y escribir en un idioma indígena e indica uno de los idiomas,06B00201,
2023-09-13,3105.0,9.0,11.0,11414.0,11.0,10.0,1.0,3.0,6,B,21,Verifique sección B pregunta 21. Indica que recibe seguro a través del MINEDUC y reporta pago,06B02101,
2023-09-13,3105.0,9.0,11.0,11414.0,11.0,10.0,1.0,2.0,9,G,1,"La suma del total de horas usadas en todas las actividades excede las 24 horas que se tienen en un día y no reporta actividades paralelas o bien, reporta actividades paralelas y excede de 28 horas",09G00104,
2023-09-13,3044.0,1.0,36.0,4756.0,62.0,65.0,4.0,1.0,9,G,1,"La suma del total de horas usadas en todas las actividades excede las 24 horas que se tienen en un día y no reporta actividades paralelas o bien, reporta actividades paralelas y excede de 28 horas",09G00104,
2023-09-13,3133.0,9.0,11.0,11414.0,105.0,70.0,8.0,1.0,10,A,8,"Valores perdidos en la variable ""recibió salario, ganancia o ingreso durante el tiempo que se ausentó en el trabajo"" y debieron pasar según edad y saltos anteriores. ",10A00827,
2023-09-13,3145.0,21.0,1.0,24233.0,101.0,70.0,6.0,0.0,C,B,1,Los hogares en la vivienda tienen otra opción diferente a 1 o 2,CCB00101,
2023-09-13,3059.0,7.0,15.0,9867.0,90.0,57.0,4.0,0.0,C,B,1,Los hogares en la vivienda tienen otra opción diferente a 1 o 2,CCB00101,
2023-09-13,3157.0,22.0,3.0,25142.0,11.0,6.0,1.0,0.0,C,C,2,El teléfono no tiene datos,CCC00201,
2023-09-13,3145.0,21.0,1.0,24233.0,101.0,70.0,6.0,0.0,C,C,2,El teléfono no tiene datos,CCC00201,
2023-09-13,3059.0,7.0,15.0,9867.0,90.0,57.0,4.0,0.0,C,C,2,El teléfono no tiene datos,CCC00201,
