FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS,LEVEL-1-ID,P14A04,COINCIDENCIA
2023-09-28,3035.0,11.0,6.0,13300.0,177.0,105.0,3.0,0.0,2,B,5,Esta pregunta debe estar llena si la pregunta 3 y 4 tiene informacion,02B00501,,,,
2023-09-28,3072.0,7.0,5.0,9488.0,184.0,125.0,9.0,2.0,6,B,19,Verifique sección B pregunta 19. Indica que paga por el transporte para asistir al plantel educativo y se transporta a pie como primer y segundo medio de transporte ,06B01902,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,A,4,"el encuestado debe pasar a la sección C después de confirmar que trabajó al menos una hora (P10A04 = 1), pero aún proporciona respuestas para las preguntas posteriores en la sección A.",10A00401,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,A,5,Códigos que  no tenían que pasar,10A00518,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,8,"Valores dirente a 1,2,3,4 o 5 en disponibilidad",10B00802,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,9,Debería de haber información según pregunta buscó trabajo,10B00901,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01101,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01102,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01103,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01104,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01105,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01106,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01107,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01108,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01109,,,,
2023-09-28,3080.0,8.0,5.0,10478.0,154.0,108.0,8.0,2.0,10,B,11,"Debe haber información, conforme a pregunta P10B01",10B01110,,,,
2023-09-28,3146.0,22.0,1.0,24798.0,146.0,123.0,10.0,1.0,10,C,8,Es valor perdido,10C00826,,,,
2023-09-28,3146.0,22.0,1.0,24798.0,146.0,123.0,10.0,1.0,10,C,9,No debe haber información por los códigos,10C00933,,,,
2023-09-28,3093.0,14.0,6.0,17693.0,3.0,2.0,1.0,4.0,10,C,50,La variable P10C50A tiene información y no has ganancia agrícola o no agrícola,10C05022,,,,
2023-09-27,3021.0,4.0,15.0,7217.0,238.0,176.0,10.0,0.0,15,A,1,validar que las personas que no tengan algun terreno o parcela no contesten nada de este capitulo  ,15A00102,,,,
2023-09-27,3096.0,5.0,2.0,7653.0,36.0,30.0,3.0,0.0,C,D,6,La sección de idioma no muestra datos,CCD00601,,,,
2023-09-27,3096.0,5.0,2.0,7653.0,36.0,30.0,3.0,0.0,C,D,7,Sección de idioma de entrevista está vacío,CCD00701,,,,
2023-09-27,3096.0,5.0,2.0,7653.0,36.0,30.0,3.0,0.0,C,D,8,Sección de traductor está vacío,CCD00801,,,,
