FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2023-09-13,3035.0,9.0,14.0,11566.0,72.0,50.0,4.0,0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
2023-09-13,3008.0,15.0,4.0,19081.0,89.0,55.0,8.0,0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
2023-09-13,3065.0,18.0,5.0,22816.0,162.0,98.0,9.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-13,3154.0,21.0,1.0,24292.0,40.0,27.0,4.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-14,3154.0,21.0,1.0,24292.0,40.0,27.0,4.0,0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-14,3159.0,18.0,3.0,22531.0,209.0,175.0,10.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-15,3159.0,18.0,3.0,22531.0,209.0,175.0,10.0,0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-13,3087.0,18.0,3.0,22580.0,188.0,144.0,8.0,0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
2023-09-13,3068.0,18.0,5.0,22865.0,14.0,11.0,1.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3122.0,9.0,14.0,11544.0,11.0,10.0,2.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3085.0,5.0,9.0,8217.0,172.0,145.0,6.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-14,3085.0,5.0,9.0,8217.0,172.0,145.0,6.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-15,3085.0,5.0,9.0,8217.0,172.0,145.0,6.0,0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3017.0,21.0,7.0,24740.0,120.0,74.0,1.0,0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
2023-09-14,3017.0,21.0,7.0,24740.0,120.0,74.0,1.0,0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
2023-09-13,3017.0,21.0,7.0,24740.0,98.0,61.0,1.0,0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
2023-09-14,3017.0,21.0,7.0,24740.0,98.0,61.0,1.0,0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
2023-09-13,3131.0,4.0,3.0,6604.0,30.0,17.0,5.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3003.0,5.0,9.0,8169.0,13.0,10.0,1.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3144.0,20.0,1.0,23607.0,75.0,57.0,6.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-15,3144.0,20.0,1.0,23607.0,75.0,57.0,6.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3161.0,20.0,5.0,23860.0,85.0,69.0,6.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3109.0,3.0,8.0,6146.0,76.0,60.0,5.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-15,3109.0,3.0,8.0,6146.0,76.0,60.0,5.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-13,3033.0,13.0,26.0,17131.0,2.0,2.0,1.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-15,3033.0,13.0,26.0,17131.0,2.0,2.0,1.0,0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3100.0,12.0,27.0,15345.0,36.0,26.0,3.0,0,1,D,17,"No tiene inodoro, y la pregunta (18) no es vacia",01D01702,
2023-09-13,3135.0,3.0,2.0,5938.0,23.0,22.0,5.0,0,1,D,20,Indico que el hogar si tiene plan residencial y no reporta cuanto pago,01D02001,
2023-09-14,3135.0,3.0,2.0,5938.0,23.0,22.0,5.0,0,1,D,20,Indico que el hogar si tiene plan residencial y no reporta cuanto pago,01D02001,
2023-09-13,3063.0,17.0,8.0,21670.0,69.0,35.0,5.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3056.0,1.0,5.0,271.0,33.0,23.0,2.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-14,3089.0,9.0,14.0,11566.0,12.0,7.0,3.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-14,3132.0,2.0,1.0,5490.0,171.0,99.0,7.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-14,3070.0,10.0,1.0,12213.0,15.0,13.0,1.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-15,3070.0,10.0,1.0,12213.0,15.0,13.0,1.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-14,3085.0,5.0,9.0,8217.0,18.0,14.0,1.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-15,3085.0,5.0,9.0,8217.0,18.0,14.0,1.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-15,3137.0,9.0,14.0,11544.0,190.0,142.0,9.0,0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3147.0,20.0,1.0,23547.0,152.0,121.0,2.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
2023-09-14,3147.0,20.0,1.0,23547.0,152.0,121.0,2.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
2023-09-13,3074.0,9.0,11.0,11437.0,168.0,113.0,6.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
2023-09-14,3074.0,9.0,11.0,11437.0,168.0,113.0,6.0,0,1,D,31,"Se indico ""00"" en la pregunta P01D31A y P01D31B no es vacia",01D03103,
