FECHA,ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
2023-09-15,3148.0,3.0,6.0,6069.0,213.0,157.0,7.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
2023-09-13,3035.0,9.0,14.0,11566.0,72.0,50.0,4.0,0.0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
2023-09-16,3131.0,4.0,3.0,6662.0,3.0,3.0,4.0,0.0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
2023-09-15,3113.0,9.0,3.0,11075.0,57.0,34.0,3.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-14,3068.0,18.0,5.0,22865.0,146.0,90.0,10.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-13,3145.0,21.0,1.0,24233.0,112.0,81.0,7.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
2023-09-14,3004.0,9.0,4.0,11192.0,53.0,27.0,3.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-16,3096.0,4.0,12.0,7143.0,130.0,78.0,7.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-16,3107.0,4.0,12.0,7143.0,50.0,31.0,3.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-14,3159.0,18.0,3.0,22531.0,209.0,175.0,10.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-16,3044.0,1.0,36.0,4914.0,101.0,112.0,6.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-13,3000.0,12.0,1.0,13569.0,65.0,32.0,3.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-13,3126.0,15.0,4.0,19081.0,81.0,48.0,7.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-15,3102.0,1.0,29.0,3118.0,144.0,122.0,8.0,0.0,1,C,1,"Selecciono que realizó alguna mejoras a su vivienda, pero no contesto si en los últimos doce meses lo realizaron",01C00101,
2023-09-15,3008.0,15.0,4.0,19081.0,117.0,69.0,10.0,0.0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
2023-09-15,3085.0,5.0,9.0,8217.0,46.0,44.0,2.0,0.0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
2023-09-13,3087.0,18.0,3.0,22580.0,188.0,144.0,8.0,0.0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
2023-09-13,3068.0,18.0,5.0,22865.0,14.0,11.0,1.0,0.0,1,D,6,"Si selecciona una opcion de rango (3:7,98) en pregunta sobre ""De dónde obtienen principalmente el agua para consumo"", se verifica que el resto de preguntas sean distinto a vacio hasta la pregunta 12",01D00602,
2023-09-13,3122.0,9.0,14.0,11544.0,11.0,10.0,2.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-14,3120.0,10.0,1.0,12192.0,217.0,172.0,7.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3085.0,5.0,9.0,8217.0,172.0,145.0,6.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3068.0,18.0,5.0,22865.0,14.0,11.0,1.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-16,3020.0,1.0,24.0,1968.0,128.0,102.0,7.0,0.0,1,D,9,"El servicio de agua es privada o de comité, debe pagar una cuota determinada",01D00901,
2023-09-13,3017.0,21.0,7.0,24740.0,120.0,74.0,1.0,0.0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
2023-09-14,3081.0,8.0,6.0,10615.0,139.0,95.0,10.0,0.0,1,D,12,Si la distancia es mayor a 0 no debió haber respondido las preguntas 13 y 14,01D01201,
2023-09-13,3024.0,13.0,4.0,15868.0,56.0,24.0,3.0,0.0,1,D,15,"No compró agua de sisterna, pero si reporta cuanto pago",01D01502,
2023-09-14,3068.0,18.0,5.0,22865.0,146.0,90.0,10.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-16,3086.0,1.0,36.0,4914.0,9.0,7.0,1.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-13,3033.0,13.0,26.0,17131.0,2.0,2.0,1.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3068.0,18.0,5.0,22865.0,114.0,70.0,8.0,0.0,1,D,17,"Tiene inodoro conectado a red de drenajes, pero su hogar no esta conectada a una red de drenajes",01D01701,
2023-09-14,3100.0,12.0,27.0,15345.0,36.0,26.0,3.0,0.0,1,D,17,"No tiene inodoro, y la pregunta (18) no es vacia",01D01702,
2023-09-14,3135.0,3.0,2.0,5938.0,23.0,22.0,5.0,0.0,1,D,20,Indico que el hogar si tiene plan residencial y no reporta cuanto pago,01D02001,
2023-09-14,3089.0,9.0,14.0,11566.0,12.0,7.0,3.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-15,3137.0,9.0,14.0,11544.0,190.0,142.0,9.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-16,3146.0,22.0,5.0,25211.0,218.0,165.0,9.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3056.0,1.0,5.0,271.0,33.0,23.0,2.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-14,3070.0,10.0,1.0,12213.0,15.0,13.0,1.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3155.0,21.0,1.0,24233.0,125.0,93.0,6.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3029.0,1.0,24.0,2027.0,24.0,22.0,1.0,0.0,1,D,20,Indico que el hogar si tiene telefono fijo y no reporta cuanto pago,01D02002,
2023-09-13,3150.0,21.0,4.0,24614.0,28.0,21.0,5.0,0.0,1,D,32,Si indico que NO uso leña el mes pasado O si registro 0 en la distancia en mt y responde que medio utiliza para transportar la leña,01D03201,
