ENCUESTADOR,DEPTO,MUPIO,SECTOR,ESTRUCTURA,VIVIENDA,HOGAR,CP,CAPITULO,SECCION,PREGUNTA,DEFINICION DE INCONSISTENCIA,CODIGO ERROR,COMENTARIOS
3037.0,3.0,9.0,6176.0,259.0,211.0,7.0,0.0,1,A,1,"El tipo de vivienda es Casa improvisada y el material de piso no es Torta de cemento, Tierra u Otro",01A00103,
3014.0,1.0,29.0,3227.0,137.0,121.0,7.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
3037.0,3.0,1.0,5885.0,279.0,55.0,1.0,0.0,1,A,1,"Si vive en un cuarto en casa de vecindad, no debería preguntar cuantos cuartos tiene ese hogar, ya que no hay mas cuartos disponibles",01A00104,
3116.0,19.0,1.0,23044.0,194.0,125.0,12.0,0.0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
3045.0,1.0,38.0,5368.0,73.0,120.0,7.0,0.0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
3116.0,2.0,3.0,5620.0,35.0,16.0,1.0,0.0,1,A,1,"Si vive en un cuarto de vecindad no podría vivir en una casa propia y pagada, propia y pagándola a
plazos y otro, ¿cuál?",01A00105,
3046.0,6.0,8.0,9009.0,67.0,56.0,3.0,0.0,1,A,1,"El tipo de vivienda es Rancho con paredes de Ladrillo, Block o Concreto",01A00108,
3114.0,6.0,9.0,9071.0,141.0,106.0,5.0,0.0,1,A,1,"El tipo de vivienda es Rancho con paredes de Ladrillo, Block o Concreto",01A00108,
3053.0,16.0,17.0,20927.0,13.0,11.0,1.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3104.0,16.0,7.0,20019.0,143.0,117.0,1.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3150.0,22.0,14.0,25639.0,89.0,69.0,69.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3117.0,10.0,6.0,12448.0,100.0,67.0,4.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3136.0,5.0,2.0,7702.0,117.0,96.0,9.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3026.0,18.0,4.0,22649.0,122.0,101.0,9.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3108.0,18.0,2.0,22439.0,122.0,71.0,8.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3094.0,17.0,10.0,21946.0,84.0,62.0,4.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3103.0,17.0,11.0,22025.0,127.0,73.0,8.0,0.0,1,A,1,"El tipo de vivienda es Casa Formal Con Techo de paja, palma o similar",01A00109,
3101.0,6.0,1.0,8591.0,78.0,64.0,6.0,0.0,1,A,1,Casa Improvisada y Es Pagada a Plazos o Alquilada,01A00112,
3090.0,19.0,4.0,23172.0,121.0,78.0,78.0,0.0,1,A,1,Casa Improvisada y Es Pagada a Plazos o Alquilada,01A00112,
3076.0,3.0,8.0,6139.0,92.0,54.0,8.0,0.0,1,A,1,Casa Improvisada y Es Pagada a Plazos o Alquilada,01A00112,
3016.0,21.0,1.0,24185.0,54.0,45.0,1.0,0.0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
3014.0,1.0,29.0,2611.0,100.0,82.0,8.0,0.0,1,A,5,No Tiene Distribución de Agua y Si Tiene Contador de Agua,01A00501,
3138.0,17.0,11.0,22012.0,47.0,36.0,1.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3053.0,14.0,20.0,18686.0,12.0,9.0,9.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3101.0,6.0,1.0,8591.0,78.0,64.0,6.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3151.0,22.0,1.0,24835.0,13.0,11.0,1.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3003.0,5.0,7.0,8104.0,133.0,105.0,5.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3023.0,4.0,7.0,6951.0,102.0,82.0,5.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3136.0,7.0,5.0,9593.0,89.0,48.0,5.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3028.0,14.0,10.0,17946.0,63.0,39.0,3.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3024.0,15.0,7.0,19256.0,104.0,85.0,2.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
3024.0,2.0,3.0,5577.0,93.0,68.0,5.0,0.0,1,A,5,No Tiene Distribución de Energía Eléctrica y Tiene Contador de Electricidad,01A00502,
